Close,High,Low,Open,Volume,Daily Return,Daily log return
2018-01-02,2695.81005859375,2695.889892578125,2682.360107421875,2683.72998046875,3397430000,,
2018-01-03,2713.06005859375,2714.3701171875,2697.77001953125,2697.85009765625,3544030000,0.006398818768781567,0.006378433243936035
2018-01-04,2723.989990234375,2729.2900390625,2719.070068359375,2719.31005859375,3697340000,0.004028636080503967,0.004020542855326989
2018-01-05,2743.14990234375,2743.449951171875,2727.919921875,2731.330078125,3239280000,0.007033767443369587,0.007009145888585348
2018-01-08,2747.7099609375,2748.510009765625,2737.60009765625,2742.669921875,3246160000,0.0016623439316436617,0.001660963767296979
2018-01-09,2751.2900390625,2759.139892578125,2747.860107421875,2751.14990234375,3467460000,0.0013029315960912946,0.0013020835172984225
2018-01-10,2748.22998046875,2750.800048828125,2736.06005859375,2745.550048828125,3579900000,-0.0011122268282528491,-0.0011128458115206878
2018-01-11,2767.56005859375,2767.56005859375,2752.780029296875,2752.969970703125,3645690000,0.007033646478779465,0.007009025768882019
2018-01-12,2786.239990234375,2787.85009765625,2769.639892578125,2770.179931640625,3587220000,0.006749602987881076,0.006726926399094035
2018-01-16,2776.419921875,2807.5400390625,2768.639892578125,2798.9599609375,4362880000,-0.003524487622672101,-0.0035307132616026696
2018-01-17,2802.56005859375,2807.0400390625,2778.3798828125,2784.989990234375,3790340000,0.009415051560751175,0.009371006206502086
2018-01-18,2798.030029296875,2805.830078125,2792.56005859375,2802.39990234375,3703300000,-0.0016163897301626484,-0.0016176974974736241
2018-01-19,2810.300048828125,2810.330078125,2798.080078125,2802.60009765625,3724230000,0.004385235112838837,0.004375647986990156
2018-01-22,2832.969970703125,2833.030029296875,2808.1201171875,2809.159912109375,3489480000,0.008066726499347698,0.00803436438221324
2018-01-23,2839.1298828125,2842.239990234375,2830.590087890625,2835.050048828125,3541140000,0.0021743654797181655,0.002172004968222319
2018-01-24,2837.5400390625,2852.969970703125,2824.81005859375,2845.419921875,4079270000,-0.0005599757022828333,-0.0005601325472320471
2018-01-25,2839.25,2848.56005859375,2830.93994140625,2846.239990234375,3873100000,0.0006026209018938911,0.0006024393988328895
2018-01-26,2872.8701171875,2872.8701171875,2846.179931640625,2847.47998046875,3474680000,0.011841196508761032,0.011771638106084168
2018-01-29,2853.530029296875,2870.6201171875,2851.47998046875,2867.22998046875,3587420000,-0.006731974332887192,-0.006754736284863033
2018-01-30,2822.429931640625,2837.75,2818.27001953125,2832.739990234375,4012070000,-0.010898815620283941,-0.010958642805337085
2018-01-31,2823.81005859375,2839.260009765625,2813.0400390625,2832.409912109375,4276270000,0.0004889853730833948,0.0004888658586947881
2018-02-01,2821.97998046875,2835.9599609375,2812.699951171875,2816.449951171875,3977380000,-0.0006480882520516484,-0.0006482983520233253
2018-02-02,2762.1298828125,2808.919921875,2759.969970703125,2808.919921875,4340220000,-0.02120854792396809,-0.021436680516698812
2018-02-05,2648.93994140625,2763.389892578125,2638.169921875,2741.06005859375,5310840000,-0.04097922480422822,-0.041842540938381426
2018-02-06,2695.139892578125,2701.0400390625,2593.070068359375,2614.780029296875,5917350000,0.017440920592313836,0.017290573348937088
2018-02-07,2681.659912109375,2727.669921875,2681.330078125,2690.949951171875,4646300000,-0.005001588416939429,-0.005014138223752627
2018-02-08,2581.0,2685.27001953125,2580.56005859375,2685.010009765625,5333840000,-0.03753641975808808,-0.0382590522458017
2018-02-09,2619.550048828125,2638.669921875,2532.68994140625,2601.780029296875,5690110000,0.014936090208494734,0.014825645199524345
2018-02-12,2656.0,2672.610107421875,2622.449951171875,2636.75,4069220000,0.013914584754042503,0.013818665678186272
2018-02-13,2662.93994140625,2668.840087890625,2637.080078125,2646.27001953125,3503540000,0.0026129297463290957,0.0026095219802775584
2018-02-14,2698.6298828125,2702.10009765625,2648.8701171875,2651.2099609375,4011940000,0.013402458257245842,0.013313439808897013
2018-02-15,2731.199951171875,2731.510009765625,2689.820068359375,2713.4599609375,3696140000,0.012069112762299383,0.01199686177677526
2018-02-16,2732.219970703125,2754.419921875,2725.110107421875,2727.139892578125,3646920000,0.0003734693722488025,0.0003733996499216942
2018-02-20,2716.260009765625,2737.60009765625,2706.760009765625,2722.989990234375,3646920000,-0.005841389459353419,-0.005858517106837343
2018-02-21,2701.330078125,2747.75,2701.2900390625,2720.530029296875,3789040000,-0.0054965031281792864,-0.005511664483310908
2018-02-22,2703.9599609375,2731.260009765625,2697.77001953125,2710.419921875,3720620000,0.0009735510790762625,0.0009730774855778604
2018-02-23,2747.300048828125,2747.760009765625,2713.739990234375,2715.800048828125,3200360000,0.01602837635051313,0.015901278245121022
2018-02-26,2779.60009765625,2780.639892578125,2753.780029296875,2757.3701171875,3436590000,0.011757015343810906,0.011688438620627399
2018-02-27,2744.280029296875,2789.14990234375,2744.219970703125,2780.449951171875,3752070000,-0.012706888443829278,-0.012788311441467541
2018-02-28,2713.830078125,2761.52001953125,2713.5400390625,2753.780029296875,4244570000,-0.011095788639207016,-0.011157806083656078
2018-03-01,2677.669921875,2730.889892578125,2659.64990234375,2715.219970703125,4514490000,-0.013324399541987275,-0.013413965854876449
2018-03-02,2691.25,2696.25,2647.320068359375,2658.889892578125,3891250000,0.005071602744632031,0.005058785485198549
2018-03-05,2720.93994140625,2728.090087890625,2675.75,2681.06005859375,3733640000,0.011032026532745043,0.01097161761052657
2018-03-06,2728.1201171875,2732.080078125,2711.260009765625,2730.179931640625,3389030000,0.002638858606169414,0.0026353829319968104
2018-03-07,2726.800048828125,2730.60009765625,2701.739990234375,2710.179931640625,3406690000,-0.00048387472056610203,-0.000483991825716375
2018-03-08,2738.969970703125,2740.449951171875,2722.64990234375,2732.75,3206040000,0.004463078207817217,0.004453148208884627
2018-03-09,2786.570068359375,2786.570068359375,2751.5400390625,2752.909912109375,3376870000,0.01737883151892694,0.017229546741207587
