Close,High,Low,Open,Volume,Daily Return,Daily log return
2021-01-04,8099.2001953125,8207.2001953125,8053.0,8191.7998046875,213153000,,
2021-01-05,8091.5,8118.10009765625,8037.39990234375,8052.2001953125,173796400,-0.0009507352734602348,-0.0009511875089005135
2021-01-06,8350.2998046875,8383.7001953125,8134.10009765625,8179.7998046875,275695700,0.03198415679262179,0.03148331499639475
2021-01-07,8385.7998046875,8399.5,8274.099609375,8383.7998046875,247341500,0.0042513443625187275,0.004242332929516312
2021-01-08,8407.7001953125,8439.7001953125,8366.2001953125,8439.7001953125,204981400,0.0026116042756896274,0.002608199963099951
2021-01-11,8357.5,8411.900390625,8317.0,8369.2001953125,188251800,-0.005970740410140674,-0.005988636551697721
2021-01-12,8345.900390625,8396.2998046875,8322.400390625,8375.2001953125,207298100,-0.0013879281334131521,-0.0013888921978028876
2021-01-13,8361.099609375,8386.599609375,8318.7001953125,8353.900390625,206409700,0.001821159855570853,0.0018195035545821058
2021-01-14,8372.400390625,8394.400390625,8335.900390625,8360.900390625,196757600,0.0013515903144281083,0.0013506777384324489
2021-01-15,8230.7001953125,8361.7001953125,8173.7998046875,8332.2001953125,251305100,-0.01692467974550871,-0.01706953892753136
2021-01-18,8254.5,8259.400390625,8180.7001953125,8194.7001953125,122092800,0.0028915893086538524,0.0028874167059891377
2021-01-19,8199.0,8320.2001953125,8198.400390625,8303.7001953125,162964400,-0.006723605306196645,-0.006746310571745503
2021-01-20,8204.099609375,8240.900390625,8140.2998046875,8220.2998046875,147519500,0.0006219794334674233,0.0006217860844281916
2021-01-21,8122.10009765625,8275.900390625,8117.89990234375,8234.5,179934200,-0.00999494345790819,-0.010045228248270723
2021-01-22,8036.39990234375,8078.10009765625,7971.10009765625,8072.7001953125,233703000,-0.010551482286857095,-0.010607543880071329
2021-01-25,7897.2998046875,8085.7998046875,7846.0,8076.89990234375,218852300,-0.01730875757137007,-0.017460305398016508
2021-01-26,7964.89990234375,8008.5,7907.7001953125,7907.7001953125,177642900,0.008559900133983112,0.00852347192245277
2021-01-27,7852.7001953125,7995.5,7782.5,7950.39990234375,208275300,-0.014086769250952424,-0.014186929520554892
2021-01-28,7932.5,7958.89990234375,7713.5,7767.2001953125,201655300,0.010162084722798337,0.01011079790120535
2021-01-29,7757.5,7882.89990234375,7757.2998046875,7825.7998046875,250623200,-0.022061140876142415,-0.02230812713481533
2021-02-01,7798.2001953125,7842.2998046875,7779.7998046875,7823.0,182007000,0.005246560787947052,0.005232845538905973
2021-02-02,7950.89990234375,7958.89990234375,7828.10009765625,7844.60009765625,238438100,0.01958140381200235,0.019392154644200587
2021-02-03,8012.7998046875,8088.2001953125,7983.2998046875,8048.2001953125,220821600,0.007785269982521603,0.007755121144965441
